"No.","Time","Source","Destination","Protocol","Length","Info"
"4358","112.677312","34.120.250.63","192.168.32.32","TCP","66","[TCP Keep-Alive ACK] 443  >  49566 [ACK] Seq=1 Ack=2 Win=1043 Len=0 SLE=1 SRE=2"
"4360","112.715844","64.233.187.188","192.168.32.32","TCP","66","[TCP Keep-Alive ACK] 443  >  3636 [ACK] Seq=1 Ack=2 Win=1052 Len=0 SLE=1 SRE=2"
"4363","113.073343","192.168.32.1","192.168.32.32","DNS","100","Standard query response 0x27bd A www.googleadservices.com A 142.251.221.34"
"4365","113.079091","192.168.32.1","192.168.32.32","DNS","109","Standard query response 0x4b77 HTTPS www.googleadservices.com HTTPS"
"4368","113.086344","142.251.221.34","192.168.32.32","QUIC","82","Initial, SCID=f3e92b92efc220ce, PKN: 1, ACK"
"4369","113.087091","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f3e92b92efc220ce, PKN: 2, ACK, PADDING"
"4370","113.087091","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f3e92b92efc220ce, PKN: 3, CRYPTO, PADDING"
"4371","113.087091","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f3e92b92efc220ce, PKN: 4, CRYPTO, PADDING"
"4375","113.109920","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=f3e92b92efc220ce"
"4376","113.109920","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=f3e92b92efc220ce"
"4377","113.109920","142.251.221.34","192.168.32.32","QUIC","1272","Protected Payload (KP0)"
"4378","113.109920","142.251.221.34","192.168.32.32","QUIC","82","Handshake, SCID=f3e92b92efc220ce"
"4386","113.112550","192.168.32.1","192.168.32.32","DNS","100","Standard query response 0xc3d7 A www.googleadservices.com A 142.251.221.34"
"4387","113.114059","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=f3e92b92efc220ce"
"4388","113.114059","142.251.221.34","192.168.32.32","QUIC","153","Protected Payload (KP0)"
"4391","113.115840","142.251.221.34","192.168.32.32","QUIC","1004","Protected Payload (KP0)"
"4392","113.115840","142.251.221.34","192.168.32.32","QUIC","179","Protected Payload (KP0)"
"4395","113.116212","142.251.221.34","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"4396","113.116212","142.251.221.34","192.168.32.32","QUIC","65","Protected Payload (KP0)"
"4398","113.117709","192.168.32.1","192.168.32.32","DNS","109","Standard query response 0xebb6 HTTPS www.googleadservices.com HTTPS"
"4399","113.119058","142.251.221.34","192.168.32.32","QUIC","67","Protected Payload (KP0)"
"4401","113.119411","142.251.221.34","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"4403","113.125131","142.251.221.34","192.168.32.32","QUIC","82","Initial, SCID=f0032be662bd567b, PKN: 1, ACK"
"4404","113.125903","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f0032be662bd567b, PKN: 2, ACK, PADDING"
"4405","113.125903","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f0032be662bd567b, PKN: 3, CRYPTO, PADDING"
"4406","113.125903","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f0032be662bd567b, PKN: 4, CRYPTO, PADDING"
"4409","113.142414","142.251.221.34","192.168.32.32","QUIC","302","Protected Payload (KP0)"
"4410","113.142983","142.251.221.34","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4413","113.143834","192.168.32.1","192.168.32.32","DNS","100","Standard query response 0xd996 A www.googleadservices.com A 142.251.221.34"
"4415","113.148785","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=f0032be662bd567b"
"4416","113.148785","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=f0032be662bd567b"
"4417","113.148785","142.251.221.34","192.168.32.32","QUIC","1255","Protected Payload (KP0)"
"4418","113.148785","142.251.221.34","192.168.32.32","QUIC","83","Handshake, SCID=f0032be662bd567b"
"4419","113.149040","192.168.32.1","192.168.32.32","DNS","109","Standard query response 0xff36 HTTPS www.googleadservices.com HTTPS"
"4427","113.155495","142.251.221.34","192.168.32.32","QUIC","1004","Protected Payload (KP0)"
"4428","113.155495","142.251.221.34","192.168.32.32","QUIC","179","Protected Payload (KP0)"
"4431","113.156226","142.251.221.34","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"4432","113.156316","142.251.221.34","192.168.32.32","QUIC","65","Protected Payload (KP0)"
"4434","113.158160","142.251.221.34","192.168.32.32","QUIC","82","Initial, SCID=f6c55c98df429d17, PKN: 1, ACK"
"4435","113.158983","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f6c55c98df429d17, PKN: 2, ACK, PADDING"
"4436","113.158983","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f6c55c98df429d17, PKN: 3, CRYPTO, PADDING"
"4437","113.158983","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f6c55c98df429d17, PKN: 4, CRYPTO, PADDING"
"4440","113.174677","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"4443","113.175386","192.168.32.1","192.168.32.32","DNS","100","Standard query response 0x6bc6 A www.googleadservices.com A 142.251.221.34"
"4444","113.180109","192.168.32.1","192.168.32.32","DNS","109","Standard query response 0x3a35 HTTPS www.googleadservices.com HTTPS"
"4447","113.182055","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=f6c55c98df429d17"
"4448","113.182055","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=f6c55c98df429d17"
"4449","113.182055","142.251.221.34","192.168.32.32","QUIC","1272","Protected Payload (KP0)"
"4450","113.182055","142.251.221.34","192.168.32.32","QUIC","82","Handshake, SCID=f6c55c98df429d17"
"4455","113.183092","142.251.221.34","192.168.32.32","QUIC","302","Protected Payload (KP0)"
"4456","113.183746","142.251.221.34","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4458","113.187110","142.251.221.34","192.168.32.32","QUIC","82","Initial, SCID=f4c90cca3434f021, PKN: 1, ACK"
"4459","113.187684","142.251.221.34","192.168.32.32","QUIC","1004","Protected Payload (KP0)"
"4460","113.187684","142.251.221.34","192.168.32.32","QUIC","179","Protected Payload (KP0)"
"4463","113.188095","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f4c90cca3434f021, PKN: 2, ACK, PADDING"
"4464","113.188095","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f4c90cca3434f021, PKN: 3, CRYPTO, PADDING"
"4465","113.188095","142.251.221.34","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"4466","113.188095","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=f4c90cca3434f021, PKN: 4, CRYPTO, PADDING"
"4472","113.207002","192.168.32.1","192.168.32.32","DNS","100","Standard query response 0x1468 A www.googleadservices.com A 142.251.221.34"
"4473","113.210906","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=f4c90cca3434f021"
"4474","113.210906","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=f4c90cca3434f021"
"4475","113.210906","142.251.221.34","192.168.32.32","QUIC","1273","Protected Payload (KP0)"
"4477","113.211446","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=f4c90cca3434f021"
"4478","113.211446","142.251.221.34","192.168.32.32","QUIC","151","Protected Payload (KP0)"
"4479","113.211548","192.168.32.1","192.168.32.32","DNS","109","Standard query response 0x8b20 HTTPS www.googleadservices.com HTTPS"
"4487","113.213170","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"4488","113.213170","142.251.221.34","192.168.32.32","QUIC","302","Protected Payload (KP0)"
"4490","113.213958","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"4491","113.213958","142.251.221.34","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4493","113.216378","142.251.221.34","192.168.32.32","QUIC","1004","Protected Payload (KP0)"
"4494","113.216378","142.251.221.34","192.168.32.32","QUIC","179","Protected Payload (KP0)"
"4495","113.216378","142.251.221.34","192.168.32.32","QUIC","67","Protected Payload (KP0)"
"4496","113.216378","142.251.221.34","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"4499","113.216893","142.251.221.34","192.168.32.32","QUIC","73","Protected Payload (KP0)"
"4500","113.217015","142.251.221.34","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"4501","113.217015","142.251.221.34","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"4502","113.218695","142.251.221.34","192.168.32.32","QUIC","82","Initial, SCID=e3a4c933beb7baaa, PKN: 1, ACK"
"4503","113.219588","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=e3a4c933beb7baaa, PKN: 2, ACK, PADDING"
"4504","113.219588","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=e3a4c933beb7baaa, PKN: 3, CRYPTO, PADDING"
"4505","113.219588","142.251.221.34","192.168.32.32","QUIC","1292","Initial, SCID=e3a4c933beb7baaa, PKN: 4, CRYPTO, PADDING"
"4510","113.238487","192.168.32.1","192.168.32.32","DNS","100","Standard query response 0xd858 A www.googleadservices.com A 142.251.221.34"
"4511","113.242089","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=e3a4c933beb7baaa"
"4512","113.242089","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=e3a4c933beb7baaa"
"4513","113.242089","142.251.221.34","192.168.32.32","QUIC","1272","Protected Payload (KP0)"
"4515","113.242508","142.251.221.34","192.168.32.32","QUIC","1292","Handshake, SCID=e3a4c933beb7baaa"
"4516","113.242508","142.251.221.34","192.168.32.32","QUIC","152","Protected Payload (KP0)"
"4523","113.243252","142.251.221.34","192.168.32.32","QUIC","302","Protected Payload (KP0)"
"4525","113.243880","142.251.221.34","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4527","113.244158","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"4528","113.244306","192.168.32.1","192.168.32.32","DNS","109","Standard query response 0x040c HTTPS www.googleadservices.com HTTPS"
"4530","113.247931","142.251.221.34","192.168.32.32","QUIC","1004","Protected Payload (KP0)"
"4531","113.247931","142.251.221.34","192.168.32.32","QUIC","179","Protected Payload (KP0)"
"4532","113.247931","142.251.221.34","192.168.32.32","QUIC","67","Protected Payload (KP0)"
"4535","113.248527","142.251.221.34","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"4536","113.249212","142.251.221.34","192.168.32.32","QUIC","73","Protected Payload (KP0)"
"4537","113.249212","142.251.221.34","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"4538","113.249212","142.251.221.34","192.168.32.32","QUIC","69","Protected Payload (KP0)"
"4539","113.249699","142.251.221.34","192.168.32.32","TCP","66","443  >  49750 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=256"
"4542","113.256062","142.251.221.34","192.168.32.32","TCP","60","443  >  49750 [ACK] Seq=1 Ack=1401 Win=268544 Len=0"
"4543","113.256062","142.251.221.34","192.168.32.32","TCP","60","443  >  49750 [ACK] Seq=1 Ack=1735 Win=268288 Len=0"
"4544","113.273285","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"4545","113.274898","142.251.221.34","192.168.32.32","QUIC","302","Protected Payload (KP0)"
"4547","113.275329","142.251.221.34","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4548","113.279129","142.251.221.34","192.168.32.32","TLSv1.3","1454","Server Hello, Change Cipher Spec"
"4549","113.279129","142.251.221.34","192.168.32.32","TCP","1454","443  >  49750 [ACK] Seq=1401 Ack=1735 Win=268288 Len=1400 [TCP PDU reassembled in 4551]"
"4550","113.279129","142.251.221.34","192.168.32.32","TCP","1454","443  >  49750 [ACK] Seq=2801 Ack=1735 Win=268288 Len=1400 [TCP PDU reassembled in 4551]"
"4551","113.279129","142.251.221.34","192.168.32.32","TLSv1.3","1233","Application Data"
"4556","113.286291","142.251.221.34","192.168.32.32","TLSv1.3","1032","Application Data, Application Data"
"4557","113.286291","142.251.221.34","192.168.32.32","TLSv1.3","85","Application Data"
"4559","113.286556","142.251.221.34","192.168.32.32","TCP","60","443  >  49750 [ACK] Seq=6389 Ack=3634 Win=266752 Len=0"
"4561","113.290562","142.251.221.34","192.168.32.32","TCP","60","443  >  49750 [ACK] Seq=6389 Ack=4025 Win=266496 Len=0"
"4562","113.295545","142.251.221.34","192.168.32.32","TCP","60","443  >  49750 [ACK] Seq=6389 Ack=4056 Win=266496 Len=0"
"4563","113.305129","142.251.221.34","192.168.32.32","QUIC","66","Protected Payload (KP0)"
"4565","113.307363","142.251.221.34","192.168.32.32","QUIC","63","Protected Payload (KP0)"
"4567","113.312409","142.251.221.34","192.168.32.32","TLSv1.3","369","Application Data"
"4568","113.312637","142.251.221.34","192.168.32.32","TLSv1.3","85","Application Data"
"4570","113.312731","142.251.221.34","192.168.32.32","TLSv1.3","93","Application Data"
"4572","113.322626","142.251.221.34","192.168.32.32","TCP","60","443  >  49750 [ACK] Seq=6774 Ack=4095 Win=266496 Len=0"
"4573","114.004595","165.227.252.212","192.168.32.32","TCP","66","[TCP Retransmission] 443  >  49749 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1400 SACK_PERM WS=128"
"4575","114.024490","165.227.252.212","192.168.32.32","TCP","66","[TCP Retransmission] 443  >  49748 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1400 SACK_PERM WS=128"
"4578","114.898117","142.251.220.132","192.168.32.32","TCP","66","[TCP Keep-Alive ACK] 443  >  49567 [ACK] Seq=1 Ack=2 Win=1052 Len=0 SLE=1 SRE=2"
"4579","114.898484","142.251.220.132","192.168.32.32","TCP","66","[TCP Keep-Alive ACK] 443  >  49565 [ACK] Seq=1 Ack=2 Win=1044 Len=0 SLE=1 SRE=2"
"4583","115.073444","142.251.220.202","192.168.32.32","TCP","66","[TCP Keep-Alive ACK] 443  >  49568 [ACK] Seq=1 Ack=2 Win=1043 Len=0 SLE=1 SRE=2"
"4586","116.046549","142.251.220.174","192.168.32.32","TCP","66","[TCP Keep-Alive ACK] 443  >  49571 [ACK] Seq=1 Ack=2 Win=1042 Len=0 SLE=1 SRE=2"
"4587","116.244287","142.251.8.84","192.168.32.32","TLSv1.2","127","Application Data"
"4591","116.272117","142.251.8.84","192.168.32.32","TCP","60","443  >  49537 [ACK] Seq=74 Ack=41 Win=1029 Len=0"
"4592","116.272117","142.251.8.84","192.168.32.32","TLSv1.2","110","Application Data"
"4593","116.272251","142.251.8.84","192.168.32.32","TCP","60","443  >  49537 [FIN, ACK] Seq=130 Ack=41 Win=1029 Len=0"
"4596","116.272479","142.251.8.84","192.168.32.32","TCP","60","443  >  49537 [RST] Seq=74 Win=0 Len=0"
"4597","116.272479","142.251.8.84","192.168.32.32","TCP","60","443  >  49537 [RST] Seq=74 Win=0 Len=0"
"4598","116.299912","142.251.8.84","192.168.32.32","TCP","60","443  >  49537 [RST] Seq=130 Win=0 Len=0"
"4600","116.358105","142.251.220.234","192.168.32.32","TCP","66","[TCP Keep-Alive ACK] 443  >  49527 [ACK] Seq=1 Ack=2 Win=1051 Len=0 SLE=1 SRE=2"
"4601","116.522378","182.161.73.172","192.168.32.32","TLSv1.3","93","Application Data"
"4603","116.556312","182.161.73.172","192.168.32.32","TLSv1.3","78","Application Data"
"4605","116.556587","182.161.73.172","192.168.32.32","TCP","60","443  >  49746 [FIN, ACK] Seq=1500 Ack=6695 Win=64512 Len=0"
"4607","117.005434","192.168.32.1","192.168.32.32","DNS","112","Standard query response 0x2121 A pico.eset.com CNAME pico.gtm.eset.com A 91.228.167.133"
"4611","117.259545","91.228.167.133","192.168.32.32","TCP","62","80  >  49751 [SYN, ACK] Seq=0 Ack=1 Win=42340 Len=0 MSS=1400 WS=512"
"4614","117.525269","91.228.167.133","192.168.32.32","TCP","60","80  >  49751 [ACK] Seq=1 Ack=563 Win=41984 Len=0"
"4615","117.525269","91.228.167.133","192.168.32.32","HTTP","682","HTTP/1.1 200 OK "
"4617","117.782484","91.228.167.133","192.168.32.32","HTTP","348","HTTP/1.1 404 Not Found  (text/html)"
"4619","118.038302","91.228.167.133","192.168.32.32","TCP","60","80  >  49751 [FIN, ACK] Seq=923 Ack=1126 Win=42496 Len=0"
"4622","120.180620","54.169.90.152","192.168.32.32","TCP","60","[TCP Keep-Alive] 443  >  49739 [ACK] Seq=5978 Ack=13063 Win=110592 Len=0"
"4624","120.600763","142.251.220.136","192.168.32.32","TLSv1.2","127","Application Data"
"4626","120.606114","142.251.220.136","192.168.32.32","TCP","60","443  >  49542 [FIN, ACK] Seq=74 Ack=3 Win=1047 Len=0"
"4629","121.009507","142.251.220.132","192.168.32.32","TLSv1.2","127","Application Data"
"4633","121.019556","142.251.220.132","192.168.32.32","TCP","60","443  >  49556 [ACK] Seq=74 Ack=41 Win=1034 Len=0"
"4634","121.019556","142.251.220.132","192.168.32.32","TLSv1.2","110","Application Data"
"4635","121.019556","142.251.220.132","192.168.32.32","TCP","60","443  >  49556 [ACK] Seq=74 Ack=65 Win=1034 Len=0"
"4637","121.019821","142.251.220.132","192.168.32.32","TCP","60","443  >  49556 [FIN, ACK] Seq=130 Ack=66 Win=1034 Len=0"
"4641","121.122294","142.251.220.195","192.168.32.32","TLSv1.2","127","Application Data"
"4645","121.127465","142.251.220.195","192.168.32.32","TCP","60","443  >  49560 [ACK] Seq=74 Ack=41 Win=1043 Len=0"
"4646","121.127465","142.251.220.195","192.168.32.32","TCP","60","443  >  49560 [ACK] Seq=74 Ack=65 Win=1043 Len=0"
"4647","121.127721","142.251.220.195","192.168.32.32","TLSv1.2","110","Application Data"
"4649","121.128006","142.251.220.195","192.168.32.32","TCP","60","443  >  49560 [FIN, ACK] Seq=130 Ack=66 Win=1043 Len=0"
"4650","121.373842","142.251.220.132","192.168.32.32","TLSv1.2","127","Application Data"
"4654","121.379025","142.251.220.132","192.168.32.32","TCP","60","443  >  49561 [ACK] Seq=74 Ack=41 Win=1046 Len=0"
"4655","121.379025","142.251.220.132","192.168.32.32","TLSv1.2","110","Application Data"
"4656","121.379025","142.251.220.132","192.168.32.32","TCP","60","443  >  49561 [FIN, ACK] Seq=130 Ack=41 Win=1046 Len=0"
"4657","121.379279","142.251.220.132","192.168.32.32","TCP","60","443  >  49561 [RST] Seq=74 Win=0 Len=0"
"4659","121.379385","142.251.220.132","192.168.32.32","TCP","60","443  >  49561 [RST] Seq=74 Win=0 Len=0"
"4660","121.468913","142.251.220.195","192.168.32.32","TLSv1.2","127","Application Data"
"4664","121.474629","142.251.220.195","192.168.32.32","TLSv1.2","110","Application Data"
"4665","121.474629","142.251.220.195","192.168.32.32","TCP","60","443  >  49562 [ACK] Seq=74 Ack=41 Win=1048 Len=0"
"4667","121.474889","142.251.220.195","192.168.32.32","TCP","60","443  >  49562 [RST] Seq=74 Win=0 Len=0"
"4668","121.474889","142.251.220.195","192.168.32.32","TCP","60","443  >  49562 [FIN, ACK] Seq=130 Ack=41 Win=1048 Len=0"
"4670","121.475037","142.251.220.195","192.168.32.32","TCP","60","443  >  49562 [RST] Seq=74 Win=0 Len=0"
"4672","121.479350","142.251.220.195","192.168.32.32","TCP","60","443  >  49562 [RST] Seq=130 Win=0 Len=0"
"4673","121.479528","142.251.220.195","192.168.32.32","TCP","60","443  >  49562 [RST] Seq=130 Win=0 Len=0"
